size,beds,zip,wealth,price
3558,6,94301,1.1989211824279438,1246.4389332148198
3065,5,94301,1.1734994297397057,1014.9456859922507
867,1,94022,0.5264293613141774,140.47122545543843
2420,3,94305,1.162219860320267,759.6289526751467
3520,5,95112,1.1875550716115217,1161.7660119265922
1408,2,94301,0.6403722236969818,342.2616565140343
1452,3,95112,0.8512511182876901,412.92835517124075
2556,3,94305,0.8464050755584351,800.1226352424693
3582,5,94301,0.7799927624557145,1107.1853233479346
2761,4,94022,0.841214860809944,816.3192925598712
3283,4,94305,1.5714627989890952,1158.7615772130994
1154,2,95112,0.9176485395576277,321.867566621033
1457,3,94305,0.6895935545967998,483.953161130437
1223,2,94301,0.528335024353899,243.78506717729846
1265,1,94301,0.9293234039916014,273.23660191694285
2027,2,94305,0.56511166686448,475.5566818044939
662,1,94305,0.6236357362544538,257.13383950602207
1111,1,95112,0.44296072693736305,151.10096455548103
2910,3,94305,1.1152265728159705,932.8774281247391
1541,3,94022,1.04312726066599,527.2244007208296
2565,3,94022,1.0711514963938105,755.6643413907191
2955,4,94305,1.2399482210163149,1001.1163447456197
1286,1,94301,0.732758096481709,242.29210118323306
2530,4,94301,0.8026433836399465,755.0931229313162
3343,5,94305,0.8485225105030711,1085.2270301241401
2851,4,94301,1.050267176990622,881.1506070019656
2251,3,94301,0.9039963665426428,602.3485026794311
2348,3,94305,0.7708216354224133,635.2325426035108
1423,1,94305,0.3897505079521868,351.17847303047506
970,1,95112,0.19968431770339817,120.0
3164,4,94305,1.2957834982486265,1155.3512376935346
2450,3,94301,0.735563870083652,708.5856302563902
3020,4,94301,0.7075474253587426,832.2976864943646
2770,4,94301,1.0189484631647139,873.5153820016607
1080,1,94301,0.3206149177401413,128.03944536768356
917,2,95112,0.5742101490726037,276.5054038473459
1111,2,94022,0.5551906175676713,216.84498875818176
3545,6,94301,0.8979531726807503,1176.61703914014
1920,3,95112,0.7871501484446658,522.3251142048706
1914,4,94022,0.7598030626212988,666.0879373458624
921,1,94301,0.47573698878036147,178.99586049804293
1821,3,94301,0.8228700212870859,473.07312388800636
1960,4,94022,0.9978736278417181,618.1065167504861
3159,3,94301,1.0244864541987224,834.4679290781442
752,1,94301,0.9731240791209603,189.8795799466063
2752,3,94022,1.209667294316926,889.6354904820507
1364,3,94022,0.9145969166639959,300.78876470478656
3259,4,94022,1.0080967553155908,1000.4769874377633
2376,3,94022,1.0540564475145364,689.5510350461971
1856,3,94305,1.1165780248252777,609.5513265396838
2815,4,94022,0.7615097219865592,887.0414456708534
3705,4,94301,1.316326290588519,1184.2730191945666
2655,3,94022,0.5919991897813475,679.940234445159
2705,4,94305,0.9302315174313666,881.6343356213067
705,1,94301,0.27769048114857275,173.56359247930686
1285,2,94022,0.26746194982629723,227.54725033528868
2006,4,94301,0.3927649271765493,520.2584711368271
3689,5,94301,1.5292412345649193,1344.4074916285792
3323,5,94301,1.4517532374158981,1248.191105928344
1700,1,94301,0.4317954459386752,370.21662826106586
660,1,94022,0.31133425632859224,120.0
1683,3,95112,0.6282994038523454,437.44909307900804
1657,2,94305,0.8402797376544155,522.2027964277763
3199,5,94301,1.2286012169759175,1125.6046511178554
3695,6,94301,1.2274353835745362,1309.987741066042
2463,3,94022,0.8505334695803923,748.2436141911412
1506,2,94305,0.5629148008835407,359.73289021389184
1255,2,94305,0.5653538242199371,246.90449777060556
3024,5,94305,1.1467818826376917,1035.2338945134754
1423,2,95112,0.6613811170169733,315.78636792257515
2650,3,94305,0.41798232355955933,695.607503790189
1039,1,94305,0.3934331657793716,210.65013385473398
1105,2,94301,0.3657024777287379,199.18990551760814
2119,3,95112,0.6088583644367744,487.76418336476894
758,1,94305,0.5363536539293586,174.90819352627105
1039,2,94301,0.8711738119615124,242.44333916292
2211,3,94022,0.6179186992969508,620.6718722078856
3142,5,94022,0.9768330243097604,1028.639917727191
3663,5,94301,0.9105352310810603,1110.8558779174675
2587,3,94305,0.8615207470015108,802.2094125796415
2970,4,95112,0.9580275270306938,931.3904062476078
2041,2,94022,0.8909509773212517,503.96056858901505
3492,4,94022,0.519548805535455,988.5081168656715
3294,5,95112,1.2846766899775488,1164.839377034347
3272,5,95112,1.1854063188546768,1161.165381261903
2151,3,94301,0.6384850182388685,575.9205079669292
966,2,94022,0.5213961148008157,226.49089005245582
1345,2,94305,0.9512058122186136,434.4902854649247
3268,6,94305,0.9666064978846272,1134.8011315169783
2727,4,94022,0.9401268566586225,832.945568347267
738,1,94022,0.21166954398872856,120.0
1662,3,94305,0.6137586551347046,486.3545284859727
2487,3,94305,0.5563970723693858,689.7561466629269
2877,5,94022,1.2300331066833738,1109.9668060038673
1122,2,94301,0.6828467875823023,197.8437693601907
1198,2,94022,0.3295168721369695,224.30607105588578
1256,2,94301,0.8033023102011784,343.6637439793615
1261,2,94022,0.7609819138198226,237.77570481298687
722,1,94301,0.146418908048846,120.0
757,2,94305,0.4193192447505862,231.13580712512604
3018,5,94301,1.0001750432373886,973.7658610733762
1367,2,94022,0.38766651327473733,168.28142657314092
1768,3,94301,1.0828068547133078,539.33179107022
3693,5,94305,1.652223778592331,1408.7412269310405
3607,5,94301,1.2481641084601927,1192.4632699439908
2611,3,94022,0.7558290375766836,732.5513643927698
994,1,94305,0.4391827500603684,253.6212592823979
1634,2,94022,0.47524705381169274,377.0580662785115
1642,2,94305,0.7389092673305623,435.77567578833674
2590,4,94305,0.9651317253812056,826.1199284657595
1586,2,94305,0.458700168807204,347.47381125984896
1204,2,94305,0.530197799293451,252.13203551479307
3622,5,94301,1.269147285836865,1211.0530670127023
1933,3,94305,0.4497252520248449,494.19505198245724
1565,2,94301,0.8276737659433268,360.70995265550965
3399,4,94305,1.072445243559335,1124.7362619197052
3301,4,94301,1.4387564688432177,1084.0191495443225
2579,3,94022,1.1211299780741246,779.0209938396126
3361,6,94305,0.8313888193331302,1091.3248035962743
1195,2,94305,0.5597109704680248,295.92417319121733
2199,2,94301,1.0220135444356984,601.7767126191294
3203,4,94022,0.7688104438023728,937.9372472896791
3342,4,94022,0.6437977004408546,964.7364518132393
2099,2,94022,0.479666257632908,489.6768629789619
2521,4,94301,0.9511583204048515,789.8869671526776
945,2,95112,0.1535180482305088,171.94140166205725
2809,5,94301,1.1055927312865892,884.4511691838645
2590,4,94022,0.721061796034838,805.9192732441518
2522,4,95112,1.1813591976437388,869.9198442527734
2943,5,94022,1.1317018229045457,986.0718146194592
917,2,94301,0.9598321165807359,287.87490708202625
1479,2,94301,0.41258921728819564,309.21976735077044
1816,3,95112,0.8037360792174217,553.0923813400134
1753,3,94301,0.7366461637421373,445.10064966070286
2263,4,94305,0.546662397200965,641.6869069214059
3582,5,94301,0.9379337182112524,1143.1388925867282
1008,2,94301,0.25511822981968907,120.0
1711,3,94022,1.160292463122229,513.1756290158639
759,1,95112,0.5935781503856336,155.13836084398486
750,1,94022,0.47501676199343074,120.0
3255,5,94305,1.3626258020930282,1216.5605158215983
3288,5,94305,1.298227717915723,1214.848052461729
2695,4,94301,0.6828878815218005,846.6929688768155
1848,3,94301,0.4354183028173548,419.71306050663287
816,1,94305,0.3691172702378186,121.03476894798017
3753,5,94301,1.1474342278266376,1235.721584884876
665,3,95112,0.9685607727691103,367.85118934240336
2792,5,94301,0.10050623708379602,713.0450693684838
3432,5,95112,1.0238010651847005,1113.5169650360108
2438,4,94301,0.9930904927683005,795.1866695301389
878,1,94305,0.4026600994511536,230.26190143985067
3616,5,95112,1.4091455595299174,1172.1984298637074
3159,4,94301,1.1945243188001553,991.0491637012523
3384,4,94305,0.8093855274773532,1073.3400933595785
2720,3,94301,0.8954527732565795,804.1646837865723
1091,2,95112,0.1,120.0
3643,6,94301,0.9040241396690483,1150.8625372978931
971,1,94301,0.44678045946702,120.0
1255,2,94305,0.5549833946169929,276.5758955722739
2774,4,94305,0.7898843588065567,918.230424445494
728,1,94022,0.5930788808194887,238.480594722547
1233,2,94301,0.6431092713782222,244.6792566755992
1629,2,95112,0.8247393984420273,433.47656816607275
2604,3,95112,0.7418771157134691,792.1863997013185
1743,3,95112,0.6795092883290222,399.7964413808378
1859,3,94022,0.866060375471509,500.960552737326
2321,4,94305,1.1937525494813188,819.3896267024253
2554,4,94305,0.3262851685597411,694.0306721996793
2772,4,94305,1.1136105784698331,974.1670003984101
3688,4,94305,1.225007325838995,1239.5480460031013
2333,4,95112,0.5336726674319867,682.2053964687257
1485,3,94022,0.6470226726590205,360.54010521353126
2139,3,94022,1.261664199062848,685.6254502579894
3380,6,94301,1.052561146882424,1135.6451819930408
2111,3,94305,0.8619563604843303,694.1599181614156
3335,5,94301,1.0081643441396606,1084.3882374059629
3388,4,94301,1.2924477956936222,1122.4228029552037
1089,2,94301,0.48998356193818404,120.0
3562,4,94305,1.2518791467249588,1148.3458654258764
1313,1,94305,0.38746529441098004,199.16226653850586
3454,5,94301,1.6357418133315738,1239.6980981290176
1477,2,94305,0.37341324236282963,360.1088160536974
1092,2,94301,0.4952295413522309,212.39438339804457
852,2,94022,0.2756132708465877,155.40669344677332
3350,5,94301,1.0834489512283534,1117.159421221381
879,2,94301,0.3795647055980852,166.23375123350093
2082,3,94305,0.8910342045166388,648.9028412316875
2424,4,94305,0.390587101748604,701.0863411415932
3449,5,95112,1.2581447637046805,1208.288919301705
2579,3,94022,0.6655934150514412,645.7603937692611
3199,4,94305,1.64305703494033,1161.6564457241318
3723,5,94305,1.4282934036382233,1331.514740045554
3335,6,94022,1.1694395627613188,1157.441498000856
1635,2,95112,0.6989038885678459,316.50146816410523
3072,4,94301,1.1488565537964517,956.6449227651652
1505,3,94305,0.9460412377311656,496.5021724278998
1631,3,94305,0.642477101788772,495.9541190837176
3497,6,94022,1.498246412872451,1362.776630163757
776,1,94305,0.24997135399715503,147.71459624365033
3655,5,94301,1.0275869757634077,1112.3508639694958
2633,3,94305,1.3332095181368004,938.0032002930561
2272,4,95112,0.9580740017529603,695.3568735579644
3642,5,94301,1.3867482404037668,1218.506792506277
3267,4,94305,1.7881702109557167,1213.3890978645625
1318,2,94022,0.8038747895494578,293.125017926833
1194,2,94301,0.20878098320419436,170.7247489672958
1368,2,94305,0.24488901171840283,330.60404778888324
3088,5,94301,0.8748258168046819,988.5002145161428
3323,4,94305,1.5247664842061952,1189.8501426118087
2622,3,94022,1.035140653776647,799.0486800434592
3519,6,95112,1.1580504801943257,1226.2621819908752
2623,3,94305,0.6425241680845946,740.6328087925762
1381,1,95112,0.5722259270456747,291.4356780730754
1917,4,95112,1.0758199230972927,647.1942656770656
2768,4,94301,0.8552149044543528,848.1097576001082
1375,3,95112,0.6103399309646288,319.9636042603894
2735,4,94022,1.1525378966407804,917.3652863108433
1557,2,95112,0.5640795978205819,364.435643573325
3528,5,94305,0.8633895867862731,1186.8760987006353
1545,3,94301,0.262836814486557,288.50060596041175
2015,4,94022,0.9911830325165278,615.5987041002137
3047,4,94022,1.1231278442670267,941.1147101208998
3047,5,94301,1.5517240566267323,1042.3552012069554
2161,3,94022,1.1079359347308422,688.526263394665
1147,2,94022,0.8616362370228464,312.9599960958475
1726,2,94301,0.9721076521165124,441.29410314455754
2427,3,94022,0.9574678906523809,696.2817479750389
3159,5,94301,1.3579084423267005,1154.2115945765763
2034,4,94301,1.119580355548429,716.0437366951908
1035,1,94022,0.33200307603169893,167.55972311152982
1916,4,94022,1.0020092484897531,652.4507097626781
2736,4,95112,1.1579025004859649,859.3345096205029
3044,5,94301,1.0602569426367818,1040.3987218290297
729,1,95112,0.1,120.0
2826,5,94301,1.3846867865496797,1036.4538048713885
